model,threshold,precision,recall,f1_score,roc_auc,pr_auc,false_positive_rate,false_negative_rate,fraud_detection_rate,true_negatives,false_positives,false_negatives,true_positives,validation_pr_auc,validation_f1,validation_roc_auc
XGBoost Tuned,0.6627598404884338,0.890625,0.8028169014084507,0.8444444444444444,0.9627659574468084,0.8201991412473449,0.00016475240067783845,0.19718309859154928,0.8028169014084507,42481,7,14,57,0.8467458985103627,0.8682170542630708,0.9723030330353425
